code,name,description,language,category,category-name,category-description
10,Government,,en,,,
15,Other Public Sector,,en,,,
21,International NGO,,en,,,
22,National NGO,,en,,,
23,Regional NGO,,en,,,
30,Public Private Partnership,,en,,,
40,Multilateral,,en,,,
60,Foundation,,en,,,
70,Private Sector,,en,,,
80,"Academic, Training and Research",,en,,,
